,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
6194,-117.9,34.08,32.0,2068,356,976,370,5,201200,<1H OCEAN
6195,-117.89,34.09,37.0,1055,280,538,206,2,181300,<1H OCEAN
6196,-117.89,34.09,35.0,1205,330,583,319,2,188900,<1H OCEAN
6197,-117.89,34.09,37.0,1813,394,1100,375,3,176700,<1H OCEAN
6198,-117.9,34.09,39.0,1726,333,892,335,4,191800,<1H OCEAN
6199,-117.88,34.08,30.0,6132,1538,3147,1449,2,187800,<1H OCEAN
6200,-117.89,34.08,35.0,1711,335,825,356,3,215600,<1H OCEAN
6201,-117.89,34.08,25.0,2115,489,1107,477,3,207400,<1H OCEAN
6202,-117.89,34.07,32.0,2374,450,1580,427,3,200300,<1H OCEAN
6203,-117.9,34.08,32.0,5482,1251,3426,1117,3,204400,<1H OCEAN
6204,-117.87,34.06,25.0,3652,470,1525,484,10,428500,<1H OCEAN
6205,-117.88,34.06,23.0,6689,1124,3081,1047,5,491200,<1H OCEAN
6206,-117.9,34.06,35.0,1313,194,599,209,7,287200,<1H OCEAN
6207,-117.9,34.06,33.0,1701,290,831,275,5,274700,<1H OCEAN
6208,-117.9,34.06,33.0,1330,209,578,192,5,266200,<1H OCEAN
6209,-117.89,34.07,35.0,1439,261,804,271,3,188600,<1H OCEAN
6210,-117.9,34.07,35.0,1646,294,1056,280,3,172000,<1H OCEAN
6211,-117.89,34.07,35.0,834,137,392,123,4,218800,<1H OCEAN
6212,-117.9,34.06,34.0,2956,469,1488,464,5,268300,<1H OCEAN
6213,-117.9,34.07,36.0,1009,164,466,149,5,249400,<1H OCEAN
6214,-117.91,34.07,36.0,1390,270,887,266,5,189000,<1H OCEAN
6215,-117.91,34.07,33.0,2938,561,1519,549,4,204200,<1H OCEAN
6216,-117.92,34.06,34.0,2819,609,1718,558,3,197600,<1H OCEAN
6217,-117.92,34.07,36.0,1057,207,658,207,4,191700,<1H OCEAN
6218,-117.92,34.07,29.0,1699,399,1052,411,3,195500,<1H OCEAN
6219,-117.91,34.06,29.0,3250,521,1382,513,5,218300,<1H OCEAN
6221,-117.92,34.06,35.0,2894,467,1420,479,5,224900,<1H OCEAN
6222,-117.93,34.06,37.0,1505,262,798,259,5,202100,<1H OCEAN
6223,-117.93,34.06,35.0,1022,183,628,187,3,187500,<1H OCEAN
6224,-117.93,34.05,36.0,1340,221,848,244,4,205100,<1H OCEAN
6225,-117.93,34.05,32.0,3055,623,1902,565,4,190700,<1H OCEAN
6226,-117.92,34.07,38.0,175,22,129,20,9,182500,<1H OCEAN
6227,-117.93,34.06,28.0,3342,688,2210,647,3,202800,<1H OCEAN
6228,-117.95,34.05,34.0,1428,227,890,249,5,204800,<1H OCEAN
6229,-117.94,34.06,32.0,3418,662,2003,622,4,210200,<1H OCEAN
6230,-117.94,34.06,34.0,1921,422,1230,447,3,193900,<1H OCEAN
6231,-117.93,34.07,36.0,1207,209,683,213,5,207300,<1H OCEAN
6232,-117.94,34.07,25.0,1814,404,1187,363,3,170800,<1H OCEAN
6233,-117.95,34.07,37.0,1375,260,951,272,3,195200,<1H OCEAN
6234,-117.95,34.06,32.0,2252,415,1370,411,4,184800,<1H OCEAN
6235,-117.96,34.07,35.0,2819,529,1508,485,4,191700,<1H OCEAN
6236,-117.96,34.06,34.0,2226,381,1464,365,4,183200,<1H OCEAN
6237,-117.96,34.06,31.0,2017,462,1462,457,2,167300,<1H OCEAN
6238,-117.97,34.05,33.0,1452,268,1274,278,3,162700,<1H OCEAN
6239,-117.97,34.06,34.0,3580,684,2786,636,4,166800,<1H OCEAN
6240,-117.98,34.06,33.0,1353,228,1079,237,4,160300,<1H OCEAN
6242,-117.98,34.06,36.0,2391,407,1967,398,4,160700,<1H OCEAN
6243,-117.98,34.05,35.0,2342,426,2176,416,3,156900,<1H OCEAN
6244,-117.99,34.05,35.0,1792,317,1441,306,3,151100,<1H OCEAN
6245,-117.97,34.05,33.0,2028,422,1727,371,2,157600,<1H OCEAN
6246,-117.97,34.05,36.0,931,160,746,201,3,158000,<1H OCEAN
6247,-117.97,34.05,36.0,1299,206,763,216,3,161400,<1H OCEAN
6248,-117.97,34.05,34.0,2050,495,1832,465,2,155700,<1H OCEAN
6249,-117.98,34.05,33.0,1560,315,1467,313,4,159800,<1H OCEAN
6250,-117.98,34.04,34.0,2547,537,2108,498,3,154600,<1H OCEAN
6251,-117.97,34.04,32.0,1507,295,1326,324,4,163300,<1H OCEAN
6252,-117.97,34.04,28.0,1686,417,1355,388,2,157300,<1H OCEAN
6254,-117.96,34.03,35.0,1623,331,1462,312,3,152600,<1H OCEAN
6255,-117.95,34.03,33.0,1453,326,1609,319,3,155800,<1H OCEAN
6256,-117.95,34.03,35.0,804,159,727,179,2,145700,<1H OCEAN
6257,-117.96,34.05,35.0,1254,263,1092,268,4,163100,<1H OCEAN
6258,-117.96,34.05,36.0,1475,270,1149,284,3,158600,<1H OCEAN
6259,-117.95,34.05,35.0,1309,276,1113,253,4,156500,<1H OCEAN
6260,-117.95,34.04,36.0,1044,200,982,205,4,153900,<1H OCEAN
6261,-117.96,34.04,35.0,1141,212,924,212,3,148300,<1H OCEAN
6262,-117.96,34.04,33.0,1458,268,1115,257,4,158100,<1H OCEAN
6263,-117.96,34.04,34.0,1381,265,1020,268,4,146900,<1H OCEAN
6264,-117.96,34.05,32.0,1993,388,1385,380,3,181900,<1H OCEAN
6265,-117.94,34.05,34.0,1729,324,1341,324,3,163500,<1H OCEAN
6266,-117.94,34.04,36.0,1431,354,1367,334,3,160200,<1H OCEAN
6267,-117.94,34.04,34.0,1403,274,977,257,3,163000,<1H OCEAN
6268,-117.94,34.05,34.0,1519,304,1262,300,3,161200,<1H OCEAN
6269,-117.95,34.05,31.0,2349,539,2028,521,3,154500,<1H OCEAN
6270,-117.94,34.04,33.0,1493,331,1571,354,3,158900,<1H OCEAN
6271,-117.95,34.04,27.0,2610,846,2296,750,2,150800,<1H OCEAN
6272,-117.94,34.03,35.0,1499,289,1112,268,3,149000,<1H OCEAN
6273,-117.94,34.03,35.0,1375,249,1015,239,4,151800,<1H OCEAN
6274,-117.95,34.03,33.0,1782,394,1517,376,3,157900,<1H OCEAN
6275,-117.93,34.01,23.0,3188,836,3883,840,2,157600,<1H OCEAN
6276,-117.93,34.01,33.0,1733,361,1757,375,4,153800,<1H OCEAN
6277,-117.94,34.02,27.0,5026,955,3899,930,3,162900,<1H OCEAN
6278,-117.95,34.02,19.0,1129,258,900,228,3,135600,<1H OCEAN
6279,-117.95,34.02,22.0,1919,411,1203,363,4,144100,<1H OCEAN
6280,-117.92,34.03,35.0,1341,233,898,216,4,157300,<1H OCEAN
6281,-117.92,34.03,32.0,1819,375,1728,375,3,162400,<1H OCEAN
6282,-117.92,34.03,35.0,1469,306,1285,308,3,159500,<1H OCEAN
6283,-117.93,34.03,35.0,2160,399,1694,403,3,163100,<1H OCEAN
6284,-117.93,34.03,30.0,2246,446,1837,431,4,164500,<1H OCEAN
6285,-117.93,34.04,23.0,6361,1168,4580,1109,4,181000,<1H OCEAN
6286,-117.93,34.04,30.0,1336,239,905,253,4,178100,<1H OCEAN
6287,-117.9,34.04,15.0,11989,2185,6652,2081,4,278300,<1H OCEAN
6288,-117.9,34.05,33.0,629,76,253,75,7,330400,<1H OCEAN
6289,-117.91,34.04,15.0,8749,1761,5278,1691,4,168800,<1H OCEAN
6290,-117.92,34.05,36.0,2241,419,1743,448,4,161900,<1H OCEAN
6291,-117.88,34.01,16.0,6756,1332,4429,1299,4,178200,<1H OCEAN
6292,-117.88,34.0,21.0,5459,1086,3394,1087,3,192100,<1H OCEAN
6293,-117.89,34.01,23.0,4535,955,3881,930,3,154100,<1H OCEAN
6294,-117.9,34.01,27.0,1702,381,2091,352,3,131100,<1H OCEAN
6295,-117.9,34.01,27.0,2383,472,2079,494,3,141400,<1H OCEAN
6296,-117.91,34.02,17.0,5973,1384,4349,1229,3,199300,<1H OCEAN
6297,-117.9,34.02,15.0,14058,2486,8997,2497,5,226200,<1H OCEAN
6299,-117.92,34.01,35.0,3055,634,3738,615,3,127200,<1H OCEAN
6300,-117.98,34.04,29.0,1468,310,1390,276,3,190600,<1H OCEAN
6301,-117.96,34.02,33.0,349,124,460,83,2,133300,<1H OCEAN
6302,-117.98,34.03,21.0,797,162,484,166,2,191100,<1H OCEAN
6303,-117.9,33.99,18.0,8076,1789,5325,1707,3,171900,<1H OCEAN
6304,-117.92,34.0,36.0,116,30,193,35,3,136300,<1H OCEAN
6305,-117.88,34.0,32.0,265,51,170,50,3,187500,<1H OCEAN
6306,-117.89,33.99,22.0,3272,618,1784,591,4,211300,<1H OCEAN
6307,-117.87,33.99,21.0,2837,515,2031,555,4,209700,<1H OCEAN
6308,-118.01,34.05,37.0,682,172,813,173,3,138000,<1H OCEAN
6309,-117.99,34.04,30.0,4468,959,4027,938,3,168300,<1H OCEAN
6310,-118.02,34.04,27.0,5640,1001,3538,978,5,215400,<1H OCEAN
6311,-118.0,34.03,25.0,6909,1154,3912,1121,5,226100,<1H OCEAN
6312,-117.98,34.02,32.0,2945,651,2044,652,3,183900,<1H OCEAN
6313,-117.98,34.02,33.0,3512,632,1971,598,4,193200,<1H OCEAN
6314,-117.98,34.01,27.0,2643,418,1344,381,5,262100,<1H OCEAN
6315,-117.99,34.0,26.0,2988,397,1371,415,6,382500,<1H OCEAN
6316,-118.02,34.02,21.0,5992,986,2647,969,5,302400,<1H OCEAN
6317,-117.97,34.01,33.0,3530,700,2959,679,3,152900,<1H OCEAN
6318,-117.97,34.01,33.0,2006,381,1410,346,3,165500,<1H OCEAN
6319,-117.97,34.0,28.0,1983,375,1407,367,3,179000,<1H OCEAN
6320,-117.97,33.99,22.0,5284,982,2613,932,4,289900,<1H OCEAN
6321,-117.98,34.0,22.0,3632,538,1968,566,6,324900,<1H OCEAN
6322,-117.98,33.99,26.0,3343,455,1429,457,7,334300,<1H OCEAN
6323,-117.98,33.98,27.0,2275,346,1039,333,6,333500,<1H OCEAN
6324,-117.99,33.98,18.0,8399,1144,3727,1107,6,360400,<1H OCEAN
6325,-117.95,34.0,34.0,2376,468,1858,449,4,176300,<1H OCEAN
6326,-117.96,34.0,33.0,5462,952,3527,914,4,186700,<1H OCEAN
6327,-117.96,34.0,34.0,2777,540,1954,522,4,183800,<1H OCEAN
6328,-117.92,33.98,10.0,16414,2919,8907,2714,6,362500,<1H OCEAN
6329,-117.95,33.98,15.0,16042,2602,7732,2552,5,330400,<1H OCEAN
6330,-117.94,33.99,18.0,6100,1018,3112,982,4,284000,<1H OCEAN
6331,-117.95,33.99,15.0,3978,692,2418,665,5,269900,<1H OCEAN
6332,-117.95,33.99,24.0,1219,177,610,185,6,325000,<1H OCEAN
6333,-117.95,33.99,25.0,1075,138,451,132,6,332200,<1H OCEAN
6334,-117.96,33.99,25.0,1348,210,660,200,5,297600,<1H OCEAN
6335,-117.96,33.99,25.0,2799,388,1348,389,6,311100,<1H OCEAN
6336,-117.97,33.99,23.0,3335,570,1560,555,5,300300,<1H OCEAN
6337,-117.96,33.98,25.0,1259,184,599,170,5,302200,<1H OCEAN
6338,-117.88,33.96,16.0,19059,3079,10988,3061,5,265200,<1H OCEAN
6339,-117.89,33.98,5.0,3088,711,1415,641,2,184500,<1H OCEAN
6340,-117.9,33.98,20.0,9893,2283,7228,2159,3,186700,<1H OCEAN
6341,-117.9,33.97,23.0,7353,1255,4014,1124,5,213200,<1H OCEAN
6342,-117.75,34.06,52.0,1171,318,1126,276,1,105800,INLAND
6343,-117.75,34.06,52.0,62,9,44,16,0,112500,INLAND
6344,-117.74,34.06,4.0,1391,506,727,369,1,137500,INLAND
6345,-117.75,34.05,27.0,437,108,469,97,1,107500,INLAND
6346,-117.75,34.05,37.0,378,92,503,103,2,94600,INLAND
6347,-117.75,34.06,44.0,477,135,502,117,2,112500,INLAND
6348,-117.75,34.06,52.0,24,6,46,7,1,67500,INLAND
6349,-117.94,34.15,33.0,859,144,421,138,4,220100,INLAND
6350,-117.95,34.16,17.0,7116,1089,3538,1083,6,273800,INLAND
6351,-117.94,34.14,33.0,1620,283,868,275,5,219400,INLAND
6352,-117.95,34.14,13.0,3859,710,2283,759,4,184500,INLAND
6353,-117.95,34.14,33.0,1943,440,1526,353,3,137500,INLAND
6354,-117.96,34.14,27.0,2221,542,1328,523,2,151700,INLAND
6355,-117.96,34.14,33.0,1994,405,993,403,3,163900,INLAND
6356,-117.96,34.14,9.0,907,207,619,194,3,179600,INLAND
6357,-117.97,34.14,15.0,3595,964,1839,877,2,150300,INLAND
6358,-117.97,34.14,33.0,1328,348,903,329,3,136000,INLAND
6359,-117.97,34.13,42.0,683,127,541,138,3,151700,INLAND
6360,-117.98,34.14,24.0,1596,388,1329,352,3,148000,INLAND
6361,-117.97,34.13,33.0,2038,473,1546,469,3,144500,INLAND
6362,-117.98,34.13,37.0,1447,309,1279,290,4,142900,INLAND
6363,-117.98,34.13,29.0,2110,460,1890,448,3,130500,INLAND
6364,-117.97,34.15,33.0,2474,472,1268,437,6,500001,INLAND
6365,-117.97,34.17,35.0,5005,848,2112,813,4,295000,INLAND
6366,-118.0,34.16,42.0,1020,156,398,157,6,311800,INLAND
6367,-118.01,34.16,47.0,1745,270,753,275,5,318500,INLAND
6368,-117.99,34.18,38.0,2981,432,1063,437,6,365000,INLAND
6369,-117.99,34.16,40.0,3838,696,1851,674,4,262000,INLAND
6370,-118.0,34.16,52.0,1354,227,531,206,4,270600,INLAND
6371,-118.0,34.15,48.0,3436,673,1540,648,4,256800,INLAND
6372,-118.01,34.15,52.0,2234,472,986,439,3,265500,INLAND
6373,-118.02,34.15,44.0,2419,437,1045,432,3,280800,INLAND
6374,-118.02,34.17,32.0,3868,548,1558,528,9,500001,INLAND
6375,-118.03,34.16,36.0,1640,239,693,253,6,500001,INLAND
6376,-118.03,34.15,43.0,1694,283,674,267,4,486800,INLAND
6377,-118.02,34.15,44.0,2267,426,980,372,3,307400,INLAND
6378,-118.06,34.17,38.0,2726,398,1059,380,7,410400,INLAND
6379,-118.05,34.17,45.0,2535,455,1036,437,5,388900,INLAND
6380,-118.04,34.17,52.0,1885,401,764,373,4,265700,INLAND
6381,-118.04,34.18,37.0,3134,532,1220,508,5,455400,INLAND
6382,-118.04,34.16,38.0,1594,249,633,247,5,350700,INLAND
6383,-118.05,34.16,36.0,3908,732,1688,725,4,376800,INLAND
6384,-118.05,34.16,41.0,3320,713,1236,659,3,278600,INLAND
6385,-118.06,34.16,46.0,1467,298,816,267,3,286500,INLAND
6386,-118.06,34.16,34.0,2297,419,909,412,4,362500,INLAND
6387,-118.07,34.16,35.0,3585,671,1401,623,4,330000,INLAND
6388,-118.03,34.16,36.0,1401,218,667,225,7,484700,INLAND
6389,-118.03,34.16,39.0,2731,366,1034,338,9,500001,INLAND
6390,-118.05,34.15,32.0,5131,665,1877,622,8,500001,INLAND
6391,-118.06,34.15,37.0,1980,226,697,226,15,500001,INLAND
6392,-118.05,34.14,39.0,2125,295,862,303,8,500001,INLAND
6393,-118.06,34.13,40.0,4307,918,1769,845,3,391500,INLAND
6394,-118.06,34.14,42.0,2461,379,1179,360,7,437300,INLAND
6395,-118.06,34.14,40.0,2662,379,1151,387,8,500001,INLAND
6396,-118.03,34.14,44.0,1446,250,721,243,4,352200,INLAND
6397,-118.04,34.13,22.0,3359,643,1227,588,4,276200,INLAND
6398,-118.04,34.15,34.0,1523,311,676,295,3,377200,INLAND
6399,-118.04,34.13,35.0,249,31,268,29,15,500001,INLAND
6400,-118.05,34.13,23.0,3264,729,1475,668,3,218300,INLAND
6401,-118.06,34.13,28.0,12139,2873,5359,2731,3,227300,INLAND
6402,-118.02,34.14,34.0,1077,257,478,199,2,252800,INLAND
6403,-118.02,34.13,32.0,3308,718,1803,667,3,273600,INLAND
6404,-118.03,34.14,31.0,4353,1117,2338,1037,3,242600,INLAND
6405,-118.01,34.13,36.0,1332,217,648,203,4,365900,INLAND
6406,-118.02,34.13,33.0,2874,458,1239,431,5,430900,INLAND
6407,-118.02,34.13,34.0,1966,319,980,297,7,429000,INLAND
6408,-118.03,34.13,33.0,2352,373,995,359,4,445700,INLAND
6409,-118.02,34.12,37.0,2250,360,989,329,6,366000,INLAND
6410,-118.02,34.11,35.0,2454,458,1110,435,3,414800,INLAND
6411,-118.02,34.12,36.0,1471,246,751,230,5,395100,INLAND
6412,-118.02,34.12,38.0,1778,288,870,281,6,408500,INLAND
6413,-118.03,34.11,34.0,2837,460,1344,458,6,437400,INLAND
6414,-118.01,34.14,20.0,3350,831,1816,744,2,161700,INLAND
6415,-118.01,34.14,23.0,3425,754,2202,729,3,187300,INLAND
6416,-118.02,34.14,31.0,6854,1578,4131,1524,3,222800,INLAND
6417,-117.99,34.15,44.0,2492,611,1951,596,3,185600,INLAND
6418,-118.0,34.15,43.0,2583,633,1544,617,2,178300,INLAND
6419,-118.01,34.15,32.0,6597,1579,3689,1459,3,184100,INLAND
6420,-117.98,34.14,27.0,6341,1289,2899,1192,3,235200,INLAND
6422,-118.0,34.13,24.0,2584,520,1869,503,3,167000,INLAND
6423,-118.0,34.14,31.0,1298,431,1131,425,1,178100,INLAND
6424,-118.0,34.14,39.0,1302,303,800,291,3,166900,INLAND
6425,-118.0,34.13,35.0,1005,224,742,221,3,158100,INLAND
6426,-117.99,34.13,37.0,1568,371,1618,350,2,129400,INLAND
6427,-117.99,34.12,37.0,1527,331,1504,324,3,130100,INLAND
6428,-117.99,34.12,35.0,1040,231,1040,242,2,139200,INLAND
6429,-118.0,34.12,37.0,1340,325,928,333,3,175000,INLAND
6430,-118.0,34.12,42.0,870,170,546,164,4,173800,INLAND
6431,-118.01,34.13,38.0,3374,671,1906,640,4,212300,INLAND
6432,-118.01,34.12,43.0,1185,207,657,198,4,214800,INLAND
6433,-118.01,34.12,32.0,1937,332,922,340,3,278400,INLAND
6434,-118.01,34.11,32.0,1978,536,826,470,2,212200,INLAND
6435,-118.01,34.11,43.0,1858,345,1054,329,3,211600,INLAND
6436,-118.01,34.11,36.0,1722,320,794,322,4,212200,INLAND
6437,-118.02,34.1,36.0,1928,361,1008,368,4,233700,INLAND
6438,-118.02,34.1,36.0,452,80,248,83,1,226000,INLAND
6439,-118.02,34.11,39.0,1504,280,718,261,4,219000,INLAND
6440,-118.03,34.1,38.0,2301,416,1079,398,4,233600,INLAND
6441,-118.03,34.1,30.0,2773,634,1376,540,2,201700,INLAND
6442,-118.03,34.1,31.0,2647,539,1473,520,3,223900,INLAND
6443,-118.03,34.1,32.0,2668,609,1512,541,2,233100,INLAND
6444,-118.03,34.11,38.0,2076,361,988,332,5,416900,INLAND
6445,-118.04,34.11,44.0,773,120,405,121,5,447100,INLAND
6446,-118.04,34.11,37.0,1275,177,598,174,7,500001,INLAND
6447,-118.05,34.11,42.0,3677,627,1779,622,5,426500,INLAND
6448,-118.04,34.13,39.0,2485,382,1072,342,6,430200,INLAND
6449,-118.04,34.12,39.0,2522,380,1113,357,5,445200,INLAND
6450,-118.04,34.12,44.0,2007,288,921,307,6,500001,INLAND
6451,-118.04,34.12,30.0,2170,318,984,309,5,500001,INLAND
6452,-118.05,34.12,20.0,5218,959,2302,850,3,476700,INLAND
6453,-118.06,34.12,25.0,3891,848,1848,759,3,248100,INLAND
6454,-118.06,34.12,34.0,2941,558,1660,576,4,271500,INLAND
6455,-118.06,34.12,35.0,2053,369,1044,375,4,275400,INLAND
6456,-118.05,34.11,48.0,1410,304,677,274,3,272400,INLAND
6457,-118.06,34.11,36.0,2178,485,914,412,2,239500,INLAND
6458,-118.06,34.11,39.0,2603,547,1196,487,3,248700,INLAND
6459,-118.04,34.1,39.0,2302,412,1590,406,4,273800,INLAND
6460,-118.05,34.1,36.0,1606,318,889,294,4,272600,INLAND
6461,-118.06,34.1,38.0,3229,636,1599,609,3,257100,<1H OCEAN
6462,-118.06,34.1,42.0,1576,313,697,282,4,283600,<1H OCEAN
6463,-118.06,34.1,43.0,1833,355,786,334,3,256700,<1H OCEAN
6464,-118.06,34.1,38.0,2438,442,1308,461,3,260100,<1H OCEAN
6465,-118.04,34.1,38.0,2317,451,1155,426,4,235300,INLAND
6466,-118.04,34.09,34.0,2597,461,1542,470,4,248900,INLAND
6467,-118.05,34.1,30.0,2143,427,1107,416,4,252200,INLAND
6468,-118.05,34.1,42.0,2065,404,1313,402,4,274300,INLAND
6469,-118.06,34.09,38.0,2036,388,1096,371,4,262500,<1H OCEAN
6470,-118.06,34.1,38.0,1960,330,874,308,4,265900,<1H OCEAN
6471,-118.06,34.09,36.0,1239,238,717,237,3,258100,<1H OCEAN
6472,-118.06,34.09,40.0,1975,389,1116,378,4,251600,<1H OCEAN
6473,-118.07,34.09,40.0,1745,370,1293,357,2,198100,<1H OCEAN
6474,-118.07,34.09,35.0,1224,267,887,276,4,202400,<1H OCEAN
6475,-118.08,34.09,33.0,2557,578,1715,530,2,208800,<1H OCEAN
6476,-118.08,34.09,34.0,1823,457,1485,401,3,207200,<1H OCEAN
6477,-118.08,34.09,32.0,3214,718,2316,751,3,206800,<1H OCEAN
6478,-118.04,34.09,34.0,2001,388,1461,397,3,183000,INLAND
6479,-118.04,34.08,35.0,1148,258,975,253,4,173300,<1H OCEAN
6480,-118.04,34.09,32.0,1339,334,817,349,2,186000,INLAND
6481,-118.05,34.09,23.0,602,135,409,123,3,146400,<1H OCEAN
6482,-118.02,34.09,32.0,1747,399,1199,402,3,191800,INLAND
6483,-118.02,34.08,29.0,2741,667,2449,677,3,175200,INLAND
6484,-118.02,34.09,24.0,2080,514,1976,478,2,170000,INLAND
6485,-118.03,34.09,29.0,1219,338,1152,323,2,180900,INLAND
6486,-118.03,34.08,32.0,1780,484,1732,454,2,169600,INLAND
6487,-118.0,34.1,34.0,2249,460,1544,441,3,176300,INLAND
6488,-118.01,34.09,29.0,3402,747,2331,690,3,179200,INLAND
6489,-118.01,34.1,27.0,2424,542,1713,557,3,181400,INLAND
6490,-118.01,34.1,35.0,2120,412,1375,405,3,166300,INLAND
6491,-118.0,34.08,29.0,2003,401,1520,364,3,195300,INLAND
6492,-118.01,34.08,30.0,2281,522,1969,500,3,166300,INLAND
6493,-118.02,34.08,28.0,2769,631,2452,581,2,175900,INLAND
6494,-118.01,34.08,35.0,1852,358,1414,347,4,173600,INLAND
6495,-118.01,34.09,32.0,1613,361,1283,404,3,181700,INLAND
6496,-118.0,34.08,23.0,1627,318,1279,289,4,185100,INLAND
6497,-118.02,34.08,31.0,2402,632,2830,603,2,164200,INLAND
6498,-118.03,34.08,37.0,775,179,726,183,3,159200,INLAND
6499,-118.03,34.08,42.0,1597,373,1311,352,2,162800,INLAND
6500,-118.04,34.07,52.0,177,59,269,75,2,131300,<1H OCEAN
6501,-118.05,34.08,34.0,572,154,752,182,2,138800,<1H OCEAN
6502,-118.05,34.08,25.0,4909,1422,4983,1293,2,143500,<1H OCEAN
6503,-118.05,34.08,30.0,1572,427,1857,428,2,159200,<1H OCEAN
6504,-118.06,34.08,37.0,778,205,850,198,2,180500,<1H OCEAN
6505,-118.06,34.08,34.0,1197,260,942,245,3,189100,<1H OCEAN
6506,-118.06,34.08,42.0,1988,402,1239,402,3,201500,<1H OCEAN
6507,-118.07,34.08,38.0,2462,553,1843,538,3,211900,<1H OCEAN
6508,-118.07,34.07,19.0,1554,393,1427,370,3,207100,<1H OCEAN
6509,-118.07,34.08,37.0,1210,252,733,243,2,214600,<1H OCEAN
6510,-118.05,34.07,32.0,4492,1075,4119,1035,3,183100,<1H OCEAN
6511,-118.06,34.07,30.0,2308,674,3034,691,2,184400,<1H OCEAN
6512,-118.03,34.07,37.0,1091,269,905,242,3,152000,<1H OCEAN
6513,-118.03,34.06,36.0,1018,305,1307,292,2,162100,<1H OCEAN
6514,-118.04,34.07,39.0,1382,315,1090,308,3,174000,<1H OCEAN
6515,-118.04,34.07,39.0,2451,649,2536,648,2,173100,<1H OCEAN
6516,-118.01,34.07,22.0,6311,1572,6666,1456,2,182600,INLAND
6517,-118.01,34.06,26.0,557,153,455,196,2,155400,INLAND
6518,-118.01,34.07,24.0,5684,1485,6626,1481,2,166800,INLAND
6519,-118.02,34.07,21.0,3245,959,3528,887,2,156300,INLAND
6520,-118.03,34.06,31.0,1513,389,1396,364,2,170600,<1H OCEAN
6521,-118.03,34.06,24.0,2343,834,3537,824,2,135200,<1H OCEAN
6522,-118.03,34.06,27.0,2510,783,3481,726,2,157800,<1H OCEAN
6523,-118.04,34.06,31.0,957,295,1300,287,2,153400,<1H OCEAN
6524,-118.04,34.06,30.0,2019,551,2481,484,3,154200,<1H OCEAN
6525,-118.04,34.06,39.0,1258,245,988,228,3,176100,<1H OCEAN
6526,-118.05,34.06,32.0,2286,654,2991,655,2,174500,<1H OCEAN
6527,-118.05,34.06,45.0,531,164,722,166,2,162500,<1H OCEAN
6528,-118.05,34.06,25.0,1022,291,1570,297,3,142000,<1H OCEAN
6529,-118.06,34.06,28.0,2127,625,3160,620,2,173900,<1H OCEAN
6530,-118.06,34.06,28.0,1778,605,2184,574,1,165900,<1H OCEAN
6531,-118.07,34.07,31.0,1370,284,1062,277,3,199300,<1H OCEAN
6532,-118.08,34.07,32.0,4089,975,3775,955,3,205500,<1H OCEAN
6533,-118.07,34.06,34.0,2873,718,2758,699,2,168600,<1H OCEAN
6534,-118.04,34.05,32.0,1252,273,1337,263,2,156800,<1H OCEAN
6535,-118.05,34.05,36.0,1084,202,920,199,3,162200,<1H OCEAN
6536,-118.06,34.04,28.0,1516,363,1011,344,2,160300,<1H OCEAN
6537,-118.03,34.06,24.0,2469,731,3818,712,2,151400,<1H OCEAN
6538,-118.04,34.05,34.0,1058,230,1043,229,3,137500,<1H OCEAN
6539,-118.04,34.04,35.0,1734,363,1527,344,3,160600,<1H OCEAN
6540,-118.04,34.04,32.0,1619,323,1492,342,3,165100,<1H OCEAN
6542,-118.06,34.03,36.0,21,7,21,9,2,175000,<1H OCEAN
6543,-118.02,34.06,26.0,2929,970,3792,817,2,173800,<1H OCEAN
6544,-118.02,34.05,34.0,1610,513,2050,508,2,156300,<1H OCEAN
6545,-118.03,34.05,36.0,1359,317,1557,370,2,157500,<1H OCEAN
6546,-118.03,34.05,36.0,1345,331,1511,309,3,142300,<1H OCEAN
6547,-118.01,34.05,31.0,1135,355,1717,368,2,161700,<1H OCEAN
6548,-118.02,34.05,28.0,991,255,1145,265,2,167000,<1H OCEAN
6549,-118.02,34.05,33.0,2464,627,2932,568,3,165800,<1H OCEAN
6550,-118.02,34.04,28.0,6175,1449,5041,1408,2,158100,<1H OCEAN
6551,-118.09,34.18,34.0,3113,409,1139,418,10,500001,INLAND
6552,-118.07,34.17,34.0,4062,597,1525,566,7,454800,INLAND
6553,-118.07,34.17,36.0,2415,394,1215,413,5,326100,INLAND
6554,-118.07,34.17,35.0,2142,373,986,374,5,326000,INLAND
6555,-118.1,34.18,39.0,2321,336,880,339,7,450000,INLAND
6556,-118.11,34.19,50.0,1430,186,620,201,9,483300,INLAND
6557,-118.12,34.19,52.0,2405,299,970,319,8,444100,INLAND
6558,-118.11,34.2,36.0,4915,725,1897,700,6,359400,INLAND
6559,-118.13,34.2,46.0,2676,427,1022,395,6,295500,INLAND
6560,-118.13,34.19,48.0,2539,425,930,364,4,303900,INLAND
6561,-118.13,34.21,36.0,1449,235,621,210,6,274100,INLAND
6562,-118.13,34.2,45.0,1213,206,529,231,5,234000,INLAND
6563,-118.13,34.2,46.0,1271,236,573,210,4,240200,INLAND
6564,-118.13,34.19,43.0,1621,365,1015,329,2,242200,INLAND
6565,-118.14,34.19,45.0,3595,619,1686,607,4,201000,INLAND
6566,-118.14,34.2,39.0,2569,426,1282,432,5,207400,INLAND
